

SUBJECT1,23:43:19
SUBJECT1,23:43:20
SUBJECT1,23:43:20
SUBJECT1,23:43:20
SUBJECT1,23:43:20
SUBJECT1,23:43:21
SUBJECT1,23:43:21
SUBJECT1,23:43:22
SUBJECT1,23:43:22
SUBJECT1,23:43:22
SUBJECT1,23:43:22
SUBJECT1,23:43:23
SUBJECT1,23:43:23
SUBJECT1,23:43:23
SUBJECT1,23:43:23
SUBJECT1,23:43:23
SUBJECT1,23:43:23
SUBJECT1,23:43:24
SUBJECT1,23:43:24
SUBJECT1,23:43:24
SUBJECT1,23:43:24
SUBJECT1,23:43:25
SUBJECT1,23:43:25
SUBJECT1,23:43:25
SUBJECT1,23:43:25
SUBJECT1,23:43:26
SUBJECT1,23:43:26
SUBJECT1,23:43:26
SUBJECT1,23:43:26
SUBJECT1,23:43:26
SUBJECT1,23:43:26
SUBJECT1,23:43:27
SUBJECT1,23:43:27
SUBJECT1,23:43:27
SUBJECT1,23:43:27
SUBJECT1,23:43:28
SUBJECT1,23:43:28
SUBJECT1,23:43:28
SUBJECT1,23:43:28
SUBJECT1,23:43:28
SUBJECT1,23:43:28
SUBJECT1,23:43:29
SUBJECT1,23:43:29
SUBJECT1,23:43:29
SUBJECT1,23:43:29
SUBJECT1,23:43:30
SUBJECT1,23:43:30
SUBJECT1,23:43:30
SUBJECT1,23:43:30
SUBJECT1,23:43:31
SUBJECT1,23:43:31
SUBJECT1,23:43:31
SUBJECT1,23:43:31
SUBJECT1,23:43:31
SUBJECT1,23:43:31
SUBJECT1,23:43:32
SUBJECT1,23:43:32
SUBJECT1,23:43:32
SUBJECT1,23:43:32
SUBJECT1,23:43:33
SUBJECT1,23:43:33
SUBJECT1,23:43:33
SUBJECT1,23:43:33
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:34
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
SUBJECT2,23:43:35
